"D1","D2","DiseaseGroup"
0.40538299126115,1.30359855645935,1
-0.329445800066579,-0.541501920806003,1
-0.603198102073664,2.15762255561441,1
-0.618997770560854,3.81216870425135,1
2.08144670222919,-0.569236918407919,1
1.78016510604983,-0.572031949395748,1
-1.09499520522204,-0.870106210805928,1
-1.44684327489902,0.462688950611441,1
-0.748394206565752,-0.0577152242927563,1
-0.0439935819778934,-1.56226414614719,1
-0.644554839551501,-0.122240035223727,1
-0.688198505045747,-0.872990243250772,1
-0.730551008085301,-1.47247256147283,1
-0.275738940786537,-2.32977848722425,1
-0.551073024192279,-0.17531102767012,1
0.529680283024877,0.918570065079219,1
2.36003362383122,-1.67594295509092,1
1.10706906864592,0.558803394537815,1
1.12849349024525,0.257297007563833,1
0.563311643479946,2.08920758887427,1
-0.489352837253622,-0.714108748921779,1
2.09663954313746,2.90364150181458,1
1.97922720040748,2.09758342273936,1
-0.224136722738552,-0.362559177107889,1
-0.462221735172845,-2.80423624264724,1
-0.525807550469675,1.14938025179868,1
1.41244423007329,3.05741847824621,1
0.263870734483534,2.78843082317596,1
-0.920728121088174,-0.537803340791665,1
0.154054530600155,1.67796908708232,1
0.570123306449513,0.193383421492702,1
-0.141703412446779,-0.221056425676409,1
0.344543620005438,0.0477025229570899,1
-0.0527942037855937,-0.327619160384251,1
-0.354658757252431,-0.88220000906614,1
0.380614748883196,1.4670188288125,1
1.23692400325808,0.0868555813784765,1
1.5074790864348,0.351994334036623,1
1.77544119450937,-0.417545706558805,1
1.20508271686389,0.414649983820919,1
-0.336497703500629,1.48262817573763,1
-1.60806750876363,-0.172872363536451,1
0.485163637124685,1.48242382744103,1
-1.12244753786988,0.690478452019412,1
-1.34080488398144,-0.394293996270345,1
0.143727245774057,1.92827458045428,1
-1.27638146074227,2.30642630710269,1
-1.26858819598461,1.87889098732018,1
-1.10469561696531,1.65311571297559,1
0.304836733007969,2.15174873364988,1
-0.887586618839783,0.84736626498564,1
1.93416280209487,2.00540283569293,1
-1.24853898656694,2.04703434505227,1
-0.86367214706098,0.903487633658991,1
-0.337797445827094,-1.23513424509039,1
-1.20651356805252,2.0809015136949,1
1.88528484802788,2.86184566063019,1
0.799452706533844,-1.99401461299651,1
0.689489709280474,-2.26411187794583,1
-3.06499856222037,-2.08612419875224,2
-1.20336595994495,0.416735648906964,1
-0.461368593971228,-1.82848543255592,1
0.444573282190469,3.04766277538395,1
0.0763219128834538,-1.71591282165079,1
2.03686400957821,0.864538797048644,1
-0.182690985930592,-0.787826006719751,1
0.137594408072804,3.3460727711853,1
0.737738177308549,1.7708448718423,1
1.79869113345094,1.1172873343151,1
-0.672224714183353,1.01497828867165,1
0.403936547213567,-2.26297938271969,3
-1.73202763805609,-4.00719178560315,1
1.34476083862331,1.43755314422756,1
-1.33820570827393,1.01087174734283,1
-0.641215481389563,-1.38978964775526,1
-1.16196580146821,-1.24441881359417,1
-1.34379647134068,-2.44471697463883,1
-1.16479824437777,0.972735761728475,1
-0.352050556732703,-2.40003898406756,1
-0.340851084239798,-1.62601463595978,1
1.0784600848736,-1.22811326497595,1
-1.58705811747158,-0.477409621327956,1
1.36740043219574,-3.10580249119425,1
-1.27257196552582,-0.699628603468208,1
0.633428402390301,-0.697457362432243,1
-0.88252181454606,1.29921600069771,1
-0.758594214228534,1.4360397494318,1
-1.06108791672249,-0.217073296194283,1
-0.530504308643224,-2.44755676553839,1
-1.09218425898073,-2.49787121386986,1
-0.480572914689609,1.57410015107422,1
-1.85481140246653,-0.713555710537654,1
-0.162417052315627,-1.98686321407591,1
-0.503270706959508,4.21420883387469,1
0.547712258525671,-0.669352552292224,1
0.555499521860569,2.51731037050203,1
-0.95598985833128,0.179242294706594,1
-0.782125815316475,-1.46193506548141,1
0.164554926862792,-0.421800793028251,1
-1.18888337940143,-0.458261765494823,1
-0.182185571480197,-0.905982785403835,1
0.0896976793442741,3.08752498148378,1
-0.800503056478253,-2.38233383471824,1
-1.22982389796748,1.96590721670057,1
0.608146241875847,2.82530855224381,1
-0.284496029769442,-2.59557363146009,1
-0.509210528335918,-1.910570623943,1
-1.05448412607553,1.25345790019921,1
-0.868182446572796,-0.0163293576085424,1
1.23477360838517,1.49231771525674,1
0.0198358686920974,1.38896325935387,1
-1.02689070774603,-1.41014604154622,1
1.03083043124853,1.54329699540588,1
-1.37132128287372,0.473724008186725,1
-0.937746880662535,1.63029119628171,1
-1.39089619502221,-1.17782573305948,1
-1.20343275816479,-1.54514775831692,1
1.93037319272725,1.10018662058576,1
-0.773938772085482,-0.127976790677282,1
-1.10587217114446,0.350048790577952,1
-1.04733554068791,1.20049504252351,1
0.495088770838853,2.97853952549562,1
1.10629965223969,1.64740325298413,1
-1.73674476137129,-2.00603592480833,1
-1.74953412636257,-2.07175700843154,1
-0.765051240027553,1.34934568308474,1
-0.207524797323007,2.13219295217795,1
-0.490791894756891,1.75983682724293,1
-0.305777524571048,0.943428623321323,1
0.398012525659929,0.337415307925906,1
-0.955886319998363,0.0335701808741385,1
-0.095402658027814,-0.137000045597404,1
1.32457774542558,1.05142879317752,1
0.176747390261312,3.1595267623989,1
-0.615374965361959,0.835666805991423,1
1.32129945371544,1.21527066173776,1
0.958747085677484,1.36529772928754,1
-0.809451621075087,0.806916984659639,1
-1.44163332566254,-1.17888137234322,1
-0.780230145701133,-1.13376413050437,1
-0.438543903139287,2.4410774253862,1
1.66382574344082,2.86774438812966,1
-0.904859306700207,0.781692195324757,1
1.51097189399577,1.31410554230342,1
0.512072464857596,0.65831599821543,1
-0.780523213747963,0.825673482087353,1
-0.704235938890416,0.653548658993712,1
-0.412075661979895,-2.10664312870826,1
0.367002219544163,3.36695885676483,1
-1.55337914412474,-0.0907431949841392,1
-0.444682175741256,2.6591882458483,1
0.665293299465573,3.26440099069333,1
1.59460368895605,1.04018429216857,1
-0.483413148839443,1.17750053792074,1
-1.25704813461054,0.442486454645633,1
-0.965784653191536,0.686688884626453,1
0.507416215293734,0.257483642438461,1
0.337081277972942,3.09589137990736,1
0.0684962521189365,-0.769081089345328,1
-1.34176947649096,1.47337293664086,1
-1.3409170182637,1.65121066581345,1
0.12791475119103,2.74170549232081,1
-0.297879742509936,-1.13535338757807,1
-0.266079451376077,0.845299287361825,1
-1.33619157788485,0.96976003458758,1
-1.15055654350436,-1.23431143113428,1
-1.90412905249595,-3.47882571738905,2
-0.469044834113395,0.846406406557015,2
-2.55643094051875,-2.25743809416146,2
-3.55914736755085,-0.393233106493936,2
-2.01865169084467,-1.17749732010111,2
-3.12710434737336,-2.06896183454149,2
-3.11925128540805,-1.90910729652497,2
-1.98156932295672,-0.984071946818152,2
-1.92336838587885,-1.24317852658991,2
-0.588835132616121,-2.43909965803594,2
-2.04258639327412,-1.2413129115387,2
0.568723018305408,0.827752552101771,2
-3.04503607766599,-0.683149775532519,2
0.173495594687799,0.993338576233691,2
-1.93700398157184,-3.64611708982125,2
-0.327669581699441,-2.65919116491128,2
-3.23114911497429,-2.23052781749071,2
-2.25275340936568,-1.32923636682441,2
0.593385469490336,-1.4950321790172,2
-3.25767423517025,-1.98411553260091,2
-1.72444853833454,-2.68656555958926,2
-2.06497313246109,-2.76033909242245,2
-2.2287821111097,-0.70509528721383,2
-1.42267743679848,-0.0118510325515281,2
0.721981471454018,0.254412830123257,2
-2.01307019844665,-3.15824990424063,2
-3.22552026905109,-1.70163134046195,2
-2.02062875351285,-3.21866482980947,2
-2.99208311047483,-1.7647332243083,2
0.847100731537721,1.54719002716346,2
-1.9754280249751,-1.68852012861706,2
-2.08985895503448,-3.57804242442792,2
0.732913576997206,1.60944036783133,2
-3.06816699804703,-1.67202513610289,2
-2.4827242830803,-0.98995354966751,2
-2.85355115353061,-0.998210762596957,2
-3.24335279433685,-1.10223075345723,2
-3.57550417337938,-0.404251910962321,2
-1.80817463233474,-3.45627723084405,2
-2.707913508053,-1.80667342809019,2
-2.44420855588778,-1.81601792610818,2
-2.67026585952754,-1.93170501954198,2
-3.6206783172645,-0.440211547904856,2
-1.88310291480198,0.554901644793292,2
-2.35495058637247,-1.73979081091341,2
-3.16929819691542,-2.19437147594891,2
-2.04917785692279,-1.73528886396755,2
-2.59614726043418,-2.03935749562684,2
-1.68576568593518,-2.18237224245475,2
-2.00513354453451,-2.23734011174009,2
-2.34683872812347,-2.65266225812438,2
-2.36925337067363,-1.9662074885523,2
-2.05549977832257,-3.51935229680321,2
-2.50588799510747,-1.678035200753,2
-2.423448380159,-1.79575899085833,2
-2.28226559101662,-2.69798338272575,2
