"D1","D2","BimodalLabel"
-1.39332582755731,-4.71749545739881,"bimodal2"
0.803592853023055,-3.38022180496152,"bimodal2"
-0.19469978927379,-4.00679600461908,"bimodal2"
-0.719944422157064,-2.13711292363429,"bimodal2"
-1.11255475817018,-5.3113193071223,"bimodal2"
0.653371086870345,-4.65556269142017,"bimodal2"
1.25351216841249,-2.92666604770567,"bimodal2"
-0.0570766763737995,-2.0513927000649,"bimodal2"
1.14546763928695,-2.84930997731116,"bimodal2"
1.10414228727427,-3.08116534699948,"bimodal2"
1.426611707428,-2.6878771514423,"bimodal2"
-1.33900770034946,-4.15529674480206,"bimodal2"
-1.27953516701697,-2.60897627088572,"bimodal2"
-1.29051313964904,-4.78270741017358,"bimodal2"
0.722854691433489,-3.30032713601106,"bimodal2"
0.756501430900596,-4.02639619634838,"bimodal2"
-0.783375004640653,-5.38825821882655,"bimodal2"
-1.4313687741355,-3.51912726673771,"bimodal2"
-0.83449827690659,-5.1474502059342,"bimodal2"
-0.657894673908283,-2.50920800601788,"bimodal2"
1.80846324335058,-2.53923193370361,"bimodal2"
-2.0788309415498,3.35904103985519,"bimodal2"
-3.55661628939005,-2.00022214780085,"bimodal2"
-1.24985482122234,-4.66669327099591,"bimodal2"
0.668006293936143,-3.37900836020104,"bimodal2"
-0.554513440229512,-3.24507577943957,"bimodal2"
-3.11194168028738,-1.47563905714837,"bimodal2"
-0.833382988698797,-3.77936105638008,"bimodal2"
0.845928598458148,-3.57830115846125,"bimodal2"
0.711228589420408,-2.05716324824206,"bimodal2"
-3.45675633445351,-1.96547572225768,"bimodal2"
0.399722073407975,-3.59343862119062,"bimodal2"
-0.256078693096932,-2.88743608653356,"bimodal2"
-0.619708283509993,-2.93370283949267,"bimodal2"
-0.0121219287376337,-3.62718120452032,"bimodal2"
1.34111854666873,-3.24617628305337,"bimodal2"
-0.143877486639509,-4.5515867280621,"bimodal2"
1.43914211171184,-2.74709166188219,"bimodal2"
-0.254075261142493,-3.92672511542185,"bimodal2"
-1.48733447481673,-1.98411976320641,"bimodal2"
0.443816973673446,0.301806441786724,"bimodal1"
0.637905146446281,0.189310674900713,"bimodal2"
0.514905367488619,-0.0593235492785118,"bimodal2"
0.503512627859695,0.291709037839595,"bimodal2"
0.449018328112014,-0.0262347943478576,"bimodal2"
0.439084762867729,0.300844132085051,"bimodal2"
0.432092553982065,-0.210706341901975,"bimodal2"
0.257013609147812,0.142348637920544,"bimodal2"
0.661773644932186,-0.0322407849675896,"bimodal2"
-2.35576371791322,-1.52527618697627,"bimodal2"
0.856376808497462,0.356025094864753,"bimodal2"
-1.96382151162854,3.54343144836874,"bimodal1"
0.212472084188356,-1.28206370642002,"bimodal2"
0.580094715179413,-0.0270415588930117,"bimodal2"
0.44525809549499,0.0312466930347963,"bimodal2"
0.589178070591004,-0.0576101179626058,"bimodal2"
-2.05212645262317,3.59262927542154,"bimodal1"
-1.68041626640877,3.30097098153688,"bimodal1"
-2.2169616133943,-1.37055337683426,"bimodal1"
0.630562776557552,-3.97762531081102,"bimodal2"
-0.065978173351338,-4.29068955753282,"bimodal2"
-2.3029216549604,-3.98810306117283,"bimodal2"
0.3063867117479,-2.42036804865371,"bimodal2"
3.37263240106106,3.26717632881405,"bimodal2"
1.41231091472443,-3.08027604479564,"bimodal2"
-1.74672306676589,-1.43768009165534,"bimodal2"
1.21362926494458,-3.01455249179297,"bimodal2"
-2.47661618318699,-4.96648507547806,"bimodal1"
-0.172049639885813,-3.91188094194392,"bimodal2"
-1.68544464397929,-4.61278024612337,"bimodal2"
-1.27254318644662,-2.20160877884281,"bimodal2"
-0.251599217186174,-1.58737797203525,"bimodal2"
-1.43400575038845,-2.71135508704887,"bimodal2"
0.978880378640981,-2.85701679023054,"bimodal2"
0.992936998148936,-3.90134132343977,"bimodal2"
-0.962385978941478,-0.805281559413524,"bimodal2"
-0.375970868074419,-1.55325807297628,"bimodal2"
-0.296553547469291,-2.39834899675247,"bimodal2"
-0.354683100434201,-2.78993323902604,"bimodal2"
1.43058411428049,5.27832025030402,"bimodal1"
1.53215614169437,5.712376698265,"bimodal1"
0.817392319585158,4.75392149290378,"bimodal1"
1.70722119316244,5.98117309226777,"bimodal1"
2.61539011517778,3.62680099669429,"bimodal1"
2.54234641557441,4.456352165103,"bimodal1"
1.55398736414122,5.26760112027324,"bimodal2"
3.26218487173426,5.20321008009243,"bimodal1"
0.919250404993966,5.90407552261295,"bimodal1"
2.31267685179052,4.00427733213943,"bimodal1"
1.4999779280098,3.58121162706091,"bimodal1"
0.387984544771582,4.41524484448491,"bimodal1"
2.27879017705551,3.60288969647568,"bimodal1"
2.20567727864166,5.53560538258982,"bimodal1"
2.50965532339689,4.53707950325786,"bimodal1"
-0.254706490932136,3.95866341970003,"bimodal1"
2.03850175552543,4.77263852482501,"bimodal1"
2.67351655370724,4.27657331346539,"bimodal1"
-0.764147337517595,4.02286707521519,"bimodal1"
-1.41428012412309,-4.74224562516111,"bimodal2"
-1.12044233666592,-1.36783191596724,"bimodal2"
-0.46644349992989,-3.0335646795538,"bimodal2"
-0.927916765803009,-0.852095640171165,"bimodal2"
0.652863719353913,-3.13325887019553,"bimodal2"
1.78128393529173,-2.44819450236944,"bimodal2"
-1.69566133515415,-4.45393961027303,"bimodal2"
-0.895356042898511,-1.85964766006647,"bimodal2"
1.11145131010507,-2.94509200428699,"bimodal2"
-1.53526664450139,-3.54517485311939,"bimodal2"
-1.05270506839755,-1.87914031807535,"bimodal2"
-0.607704433668617,-3.13134125588938,"bimodal2"
-1.53212606051608,-4.50714279834363,"bimodal2"
-1.5283271848851,-3.61556789555753,"bimodal2"
1.19242454811837,-2.72656823818069,"bimodal2"
-0.398382784065484,-1.51752082647023,"bimodal2"
-0.390332392300423,-2.79416548235246,"bimodal2"
0.811791687691167,-2.9743977883416,"bimodal2"
-0.535439693047771,-2.9131367591075,"bimodal2"
-0.38224664318343,-1.00149016154813,"bimodal2"
-0.510154032039642,-3.16096749435128,"bimodal2"
1.55916716857586,-3.4879051051169,"bimodal2"
-1.61179858616594,-4.21566141490168,"bimodal2"
-0.267509207092158,-1.4871255763272,"bimodal2"
-0.228826954374899,-2.65827432160263,"bimodal2"
-0.106901408618692,-2.53534751189077,"bimodal2"
-0.587829225669997,-2.96268852708546,"bimodal2"
-1.48959247276423,-1.72375276618548,"bimodal2"
-1.21599654151558,-1.4818239470213,"bimodal2"
-2.48435729714931,-4.9207481035327,"bimodal2"
1.31113986207023,4.70959322170974,"bimodal2"
1.22215869431571,5.96905191438319,"bimodal2"
1.46566864662415,-2.63062446346455,"bimodal2"
-1.29548244361085,-2.54547934043756,"bimodal2"
-0.89709817549582,-3.38253923233527,"bimodal2"
-1.53945626315845,-3.73036976475232,"bimodal2"
-2.26205693903488,-4.79510754434665,"bimodal2"
-0.402730053502047,-2.90038073419685,"bimodal2"
-2.07632333859049,-4.5768657820851,"bimodal2"
-1.35141747524267,-2.75986922662267,"bimodal2"
-1.35839998652386,-2.14319203708497,"bimodal2"
-0.05922972471021,-3.62336117957344,"bimodal2"
-1.37049873021884,-3.12604804766992,"bimodal2"
0.0762828305137109,-2.67164926411014,"bimodal2"
-0.371911668308642,-2.93252456035957,"bimodal2"
-0.194561122598554,-3.33195102804704,"bimodal2"
-0.761313192013474,-3.79160988028201,"bimodal2"
-1.10319373038526,-2.14389783620882,"bimodal2"
-2.89244005358541,-1.53466460841696,"bimodal2"
1.65950402646096,-2.59167433102343,"bimodal2"
-1.30467722633456,-2.82997458511829,"bimodal2"
-0.37038517310456,-3.03240350264617,"bimodal2"
-0.485906803786696,-2.94096268263721,"bimodal2"
1.31627168217878,-2.84396223512682,"bimodal2"
-1.65922372143984,-4.50143384740006,"bimodal2"
-2.56665026802489,-1.86223203335178,"bimodal1"
-1.44234197091699,-3.48560715550944,"bimodal2"
-0.864916310970926,-2.621624334334,"bimodal2"
-2.50524116544701,-1.80510617944667,"bimodal1"
-0.715082212222717,-1.49886929793716,"bimodal2"
-1.43208438333625,-2.56928718932198,"bimodal2"
-1.74489065037308,-4.37316781972918,"bimodal2"
-0.395068687606379,-2.92627299359125,"bimodal2"
-1.65428750931145,-4.76340947228105,"bimodal2"
-0.817224439759952,-2.93209343895818,"bimodal2"
0.426882025553977,-3.47069920699955,"bimodal2"
-0.751077624572866,-2.3080405491395,"bimodal2"
-0.581366792703413,-2.29622176804989,"bimodal2"
