"D1","D2","BimodalLabel"
1.05449512308978,-0.824314653635335,"bimodal2"
0.573273173786747,-0.488783936102097,"bimodal2"
-1.76232965870295,-2.9501706102302,"bimodal2"
-1.67954625102713,1.45130142615858,"bimodal2"
-0.184412188544515,-3.14317656225784,"bimodal2"
1.06140552854432,-1.97240315943722,"bimodal2"
3.45272461416194,1.04680564166752,"bimodal2"
0.980212489371163,1.82310131863222,"bimodal2"
2.34970039925055,1.02479667542645,"bimodal2"
0.438124111843163,-0.885020028337683,"bimodal2"
2.94071660735019,0.589045979170491,"bimodal2"
2.66170005204032,0.409912421035152,"bimodal2"
-0.107501187356111,3.14246600391297,"bimodal2"
1.49678588088834,-0.919642010699203,"bimodal2"
3.03120559335319,0.467153069265449,"bimodal2"
1.31412792768568,-0.377527150740956,"bimodal2"
0.286536856885121,-2.96936690518901,"bimodal2"
-0.0357555615589245,0.722842884124436,"bimodal2"
0.16197025269691,-2.56343564877837,"bimodal2"
-0.0844788433697694,1.35782091233716,"bimodal2"
3.40588968453659,1.48474988560267,"bimodal2"
-3.19485271485816,2.86303059804596,"bimodal2"
-3.21142650856176,0.628206224419514,"bimodal2"
-0.599780461218842,-2.71297461323697,"bimodal2"
2.04990552276208,0.166657682476497,"bimodal2"
0.283121580084836,0.0426545358956983,"bimodal2"
-3.14354322433064,2.08255197093251,"bimodal2"
0.554512525270548,-0.929382165491237,"bimodal2"
-0.560448504250282,-0.534270257730695,"bimodal2"
2.01519525353636,1.88958420145956,"bimodal2"
-3.16893449454126,0.868763211521536,"bimodal2"
-1.43362983674672,-2.9361199387424,"bimodal2"
0.203881086004992,0.307090034838078,"bimodal2"
-1.21926921447845,-2.13507675430869,"bimodal2"
-0.0903780259644209,-1.2511860910237,"bimodal2"
1.38379993104844,0.175855149591076,"bimodal2"
0.379201565587672,-0.717504112065272,"bimodal2"
-1.76676528545298,1.38401041563135,"bimodal2"
0.759167350886708,-0.0454470731996262,"bimodal2"
-1.814898360344,1.55213917475679,"bimodal2"
-0.043625499196438,0.142370641407447,"bimodal1"
1.34077797212917,1.25191155972105,"bimodal2"
